frame,Oxygen Sensor-Bank1/Sensor1,Air Flow Rate from Mass Air Flow Sensor,Engine Coolant Temperature Sensor,Oil Temperature Sensor,Intake Air Temperature Sensor,Throttle Position,Adapted Throttle Position,Battery voltage,Cranking Signal,Closed Throttle Position,Part Load Status,Vehicle Speed,Engine Speed,Target Idle Speed,Transaxle Range Switch,A/C Switch,A/C Pressure Switch,A/C Relay,Oxygen Sensor-Bank1/Sensor2,Cylinder Injection Time-Bank1,Fuel System Status,Long Term Fuel Trim-Idle Load,Long Term Fuel Trim-Part Load,Oxygen Sensor Heater Duty-Bank1/Sensor1,Oxygen Sensor Heater Duty-Bank1/Sensor2,Idle speed control actuator,EVAP Purge valve,Ignition dwell time,Camshaft Actual Position,Camshaft position target,CVVT Status,CVVT Actuation Status,CVVT Duty Control Status,CVVT Valve Duty,Ignition Timing Advance for 1 Cylinder
708,145572.0,449.19,72.0,61,127.5,47.8,0.41,13.92,1,0,0,0,15,81,0,0,0,2,145572.0,26.73,0,153.6,35.49,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
709,166905.82,1290.03,72.0,61,127.5,62.8,0.78,14.12,1,0,0,0,12,78,0,0,0,2,166905.82,26.73,0,165.89,35.51,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
710,153101.58,1825.66,72.0,61,127.5,62.33,0.75,14.12,1,0,4,0,14,77,0,0,1,0,153101.58,26.73,0,169.98,35.43,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
711,149336.79,33.66,72.0,61,127.5,62.8,0.77,14.12,1,0,0,0,11,77,0,0,0,0,149336.79,26.73,0,192.51,35.37,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
712,148081.86,617.66,72.0,61,127.5,63.73,0.8,14.12,1,0,0,0,13,77,0,0,1,2,148081.86,26.73,0,211.97,35.29,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
713,145572.0,673.62,72.0,61,127.5,65.14,0.84,14.12,1,0,0,0,16,78,0,0,0,2,145572.0,26.73,0,222.21,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
714,141807.2,185.56,72.0,61,127.5,66.08,0.85,14.02,1,0,0,0,81,77,0,0,0,0,141807.2,26.73,0,228.35,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
715,136787.48,561.53,72.0,61,127.5,66.08,0.87,14.12,0,2,0,0,172,78,0,0,0,2,136787.48,26.73,0,233.47,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
716,135532.55,9.53,72.0,61,127.5,67.01,0.89,14.02,0,0,0,0,181,82,0,0,0,2,135532.55,26.73,0,235.52,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
717,143062.13,1209.62,72.0,61,127.5,66.55,0.86,14.02,1,2,0,0,177,89,0,0,1,0,143062.13,26.73,0,222.21,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
718,150591.72,1449.72,72.0,61,127.5,64.67,0.82,14.12,0,0,4,0,158,89,0,0,0,0,150591.72,26.88,0,193.54,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
719,154356.51,1201.75,72.0,61,127.5,63.73,0.8,14.12,0,0,4,0,143,87,0,0,1,0,154356.51,26.88,0,186.37,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
720,149336.79,1225.62,72.0,61,127.5,61.86,0.74,13.92,0,2,4,0,123,83,0,0,1,2,149336.79,65.79,0,193.54,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
721,149336.79,137.66,72.0,61,127.5,62.8,0.75,14.02,1,2,4,0,30,86,0,0,1,2,149336.79,65.79,0,199.68,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
722,149336.79,113.62,72.0,61,127.5,62.33,0.75,14.12,0,0,4,0,32,89,0,0,1,2,149336.79,65.79,0,203.78,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
723,148081.86,1873.62,72.0,61,127.5,62.8,0.76,14.12,1,2,4,0,163,87,0,0,1,2,148081.86,65.79,0,208.9,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
724,149336.79,169.66,72.0,61,127.5,63.26,0.78,14.02,1,2,4,0,168,84,0,0,1,2,149336.79,65.79,0,209.92,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
725,149336.79,209.69,72.0,61,127.5,64.2,0.81,13.92,0,2,0,0,157,84,0,0,1,2,149336.79,65.79,0,214.02,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
726,165650.89,1450.0,72.0,61,127.5,70.29,1.01,14.12,0,0,0,0,25,87,0,0,0,2,165650.89,65.79,0,211.97,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
727,161886.1,970.0,72.0,61,127.5,72.64,1.07,14.12,0,2,0,0,18,82,0,0,0,0,161886.1,65.79,0,206.85,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
728,161886.1,1122.03,72.0,61,127.5,72.64,1.1,14.12,0,0,4,0,20,75,0,0,0,0,173136.53,65.79,0,210.94,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
729,155611.44,874.03,72.0,61,127.5,73.11,1.12,13.92,0,2,4,0,146,75,0,0,0,2,159361.59,65.79,0,214.02,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
730,155611.44,1514.0,72.0,61,127.5,74.04,1.14,14.12,0,0,4,0,168,78,0,0,0,2,159361.59,65.79,0,217.09,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
731,154356.51,1754.0,72.0,60,127.5,74.04,1.17,14.12,1,0,4,0,164,74,0,0,1,0,156856.61,65.79,0,220.16,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
732,151846.65,905.94,72.0,60,127.5,73.57,1.15,14.12,0,0,4,0,146,74,0,0,0,0,154346.75,65.79,0,223.23,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
733,144317.07,1521.66,72.0,60,127.5,69.36,0.98,13.82,0,2,0,0,168,93,0,0,1,0,148067.21,65.79,0,230.4,35.23,48.44,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
734,135532.55,2017.59,72.0,60,127.5,68.42,0.95,14.12,1,0,0,0,133,94,0,0,0,2,135532.55,65.79,0,234.5,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
735,134277.62,1033.56,72.0,60,127.5,67.95,0.93,14.12,1,0,0,0,27,93,0,0,1,0,134277.62,65.79,0,236.54,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
736,136787.48,1857.62,72.0,60,127.5,67.48,0.93,14.12,0,0,4,0,64,93,0,0,0,2,136787.48,65.79,0,230.4,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
737,148081.86,1465.75,72.0,60,127.5,67.95,0.91,13.92,0,0,0,0,160,91,0,0,1,2,148081.86,65.79,0,217.09,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
738,160631.17,361.81,72.0,60,127.5,66.55,0.89,14.02,0,0,4,0,153,80,0,0,0,0,160631.17,65.79,0,198.66,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
739,161886.1,745.78,72.0,60,127.5,66.55,0.86,14.12,0,2,4,0,142,74,0,0,0,0,161886.1,65.79,0,201.73,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
740,159376.24,481.78,72.0,60,127.5,65.61,0.86,14.12,0,2,4,0,16,74,0,0,1,2,159376.24,65.79,0,203.78,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
741,161886.1,73.78,72.0,60,127.5,66.08,0.88,14.12,0,2,4,0,20,79,0,0,0,0,161886.1,65.79,0,205.82,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
742,158121.31,369.75,72.0,60,127.5,66.08,0.87,14.02,0,0,0,0,108,75,0,0,1,2,158121.31,65.79,0,206.85,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
743,156866.38,1433.72,72.0,60,127.5,66.08,0.86,14.12,1,2,4,0,165,70,0,0,0,2,156866.38,65.79,0,206.85,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
744,156866.38,1401.78,72.0,60,127.5,67.48,0.9,14.22,1,0,0,0,166,72,0,0,0,2,156866.38,65.79,0,208.9,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
745,159376.24,329.94,72.0,60,127.5,69.83,0.98,14.12,1,2,0,0,133,82,0,0,1,2,159376.24,65.79,0,208.9,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
746,160631.17,1793.94,72.0,60,127.5,70.29,1.01,14.02,0,0,0,0,15,71,0,0,0,0,160631.17,65.79,0,206.85,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
747,159376.24,729.97,72.0,60,127.5,70.76,1.03,14.22,1,0,4,0,24,65,0,0,1,2,159376.24,65.79,0,207.87,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
748,158121.31,1841.97,72.0,60,127.5,70.76,1.04,14.12,0,2,0,0,166,70,0,0,1,2,158121.31,65.79,0,207.87,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
749,169371.74,1369.94,72.0,60,127.5,70.76,1.02,13.92,0,0,0,0,174,88,0,0,1,2,158121.31,65.79,0,210.94,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
750,168116.81,1753.91,72.0,60,127.5,69.83,1.01,14.22,0,0,4,0,171,87,0,0,0,2,156866.38,65.79,0,212.99,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
751,163097.08,297.75,72.0,60,127.5,68.42,0.93,14.12,0,0,0,0,174,84,0,0,0,0,151846.65,65.79,0,217.09,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
752,163097.08,1465.78,72.0,60,127.5,68.89,0.95,14.22,1,2,4,0,157,94,0,0,0,0,151846.65,65.79,0,220.16,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
753,164352.01,625.84,72.0,60,127.5,69.83,0.98,13.92,0,2,4,0,60,89,0,0,1,0,153101.58,65.79,0,219.14,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
754,165606.95,282.0,72.0,60,127.5,72.17,1.07,14.12,0,0,0,0,19,80,0,0,1,0,154356.51,65.79,0,220.16,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
755,158116.42,1474.06,72.0,60,127.5,74.51,1.15,14.12,0,2,0,0,32,60,0,0,0,2,160616.52,65.79,0,216.06,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
756,156866.38,114.06,72.0,60,127.5,74.51,1.17,14.12,0,0,0,0,144,60,0,0,0,2,160616.52,65.79,0,216.06,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
757,159376.24,250.12,72.0,60,127.5,75.45,1.21,14.12,0,0,0,0,169,60,0,0,1,2,159376.24,65.79,0,216.06,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
758,170626.67,274.09,72.0,60,127.5,75.45,1.21,14.12,1,2,4,0,168,56,0,0,1,2,159376.24,65.79,0,217.09,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
759,169371.74,1250.12,72.0,60,127.5,75.92,1.24,14.12,1,0,0,0,88,56,0,0,1,2,158121.31,65.79,0,219.14,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
760,169371.74,906.19,72.0,60,127.5,76.85,1.28,14.12,1,2,4,0,20,63,0,0,1,2,158121.31,65.79,0,218.11,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
761,165606.95,274.12,72.0,60,127.5,77.32,1.26,13.92,1,0,4,0,136,64,0,0,1,0,154356.51,65.79,0,220.16,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
762,165606.95,1218.12,72.0,60,127.5,76.39,1.27,14.12,1,0,4,0,171,54,0,0,0,2,154356.51,65.79,0,221.18,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
763,164352.01,474.06,72.0,60,127.5,75.92,1.24,14.12,1,0,0,0,166,60,0,0,1,0,153101.58,65.79,0,222.21,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
764,149327.02,553.84,72.0,60,127.5,72.64,1.11,14.12,0,2,0,0,170,96,0,0,1,2,150577.07,65.79,0,225.28,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
765,148076.98,1097.91,72.0,59,127.5,73.57,1.13,14.02,1,2,0,0,142,102,0,0,1,2,150577.07,65.79,0,229.38,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
766,149331.91,889.88,72.0,59,127.5,72.64,1.1,14.12,1,0,4,0,24,92,0,0,1,2,151832.0,65.79,0,224.26,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
767,169371.74,1505.97,72.75,59,127.5,71.7,1.04,14.22,0,0,0,0,29,73,0,0,1,2,158121.31,65.79,0,197.63,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
768,171881.6,1282.0,72.75,59,127.5,71.23,1.03,13.92,1,2,0,0,162,57,0,0,0,0,160631.17,65.79,0,193.54,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.92
769,165611.83,473.81,72.75,59,127.5,68.89,0.94,14.12,1,2,4,0,174,84,0,0,0,2,155611.44,65.79,0,196.61,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
770,165611.83,1033.84,72.75,59,127.5,67.48,0.93,14.22,0,0,0,0,171,103,0,0,0,2,155611.44,65.79,0,201.73,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
771,165611.83,1353.84,72.75,59,127.5,67.48,0.93,14.12,0,2,4,0,159,99,0,0,0,2,155611.44,65.79,0,203.78,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
772,165606.95,1913.81,72.75,59,127.5,67.48,0.9,14.12,0,0,0,0,61,87,0,0,1,0,154356.51,65.79,0,205.82,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
773,164352.01,1.78,72.75,59,127.5,67.01,0.9,14.12,0,2,4,0,18,80,0,0,1,0,153101.58,65.79,0,207.87,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
774,163101.97,897.78,72.75,59,127.5,67.48,0.89,14.12,1,2,0,0,60,89,0,0,1,0,153101.58,65.79,0,207.87,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
775,163101.97,1097.78,72.75,59,127.5,67.01,0.9,13.92,0,0,0,0,167,95,0,0,1,0,153101.58,65.79,0,208.9,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
776,163097.08,817.78,72.75,59,127.5,66.55,0.89,14.12,0,0,0,0,171,87,0,0,1,0,151846.65,65.79,0,211.97,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
777,163097.08,737.81,72.75,59,127.5,67.01,0.9,14.22,0,0,4,0,155,79,0,0,1,0,151846.65,65.79,0,211.97,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
778,161847.04,329.78,72.75,59,127.5,67.01,0.89,14.12,1,2,4,0,47,86,0,0,1,0,151846.65,65.79,0,212.99,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
779,161847.04,1025.78,72.75,59,127.5,67.01,0.9,13.92,1,0,0,0,23,87,0,0,1,0,151846.65,65.79,0,212.99,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
780,161847.04,785.72,72.75,59,127.5,66.55,0.87,14.22,1,0,4,0,154,78,0,0,1,0,151846.65,65.79,0,212.99,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
781,149322.14,561.47,72.75,59,127.5,61.86,0.73,14.12,1,0,0,0,175,88,0,0,1,2,145572.0,65.79,0,218.11,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
782,146817.16,1545.47,72.75,59,127.5,60.92,0.71,14.12,0,2,4,0,174,105,0,0,1,2,144317.07,65.79,0,223.23,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
783,148072.09,1713.47,72.75,59,127.5,61.39,0.71,14.12,0,2,4,0,158,104,0,0,1,2,145572.0,65.79,0,225.28,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
784,146826.93,1913.56,72.75,59,127.5,59.52,0.69,14.22,1,0,4,0,71,94,0,0,0,2,146826.93,65.79,0,245.76,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
785,146826.93,697.47,72.75,59,127.5,57.17,0.63,14.22,0,2,4,0,28,83,0,0,0,2,146826.93,65.79,0,256.0,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
786,145572.0,105.41,72.75,59,127.5,56.24,0.59,14.02,0,2,4,0,163,89,0,0,0,2,145572.0,65.79,0,260.1,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
787,145572.0,297.34,72.75,60,127.5,55.3,0.57,14.22,0,2,0,0,158,96,0,0,0,2,145572.0,65.79,0,261.12,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
788,139297.34,545.06,72.75,60,127.5,49.21,0.44,14.12,0,0,4,0,158,91,0,0,1,2,139297.34,65.79,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
789,136787.48,785.0,72.75,59,127.5,48.27,0.43,14.12,0,2,0,0,149,100,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
790,136787.48,633.03,72.75,59,127.5,48.74,0.43,13.92,0,2,0,0,66,105,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
791,136787.48,1953.0,72.75,59,127.5,48.27,0.43,14.22,1,0,0,0,27,104,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
792,136787.48,337.03,72.75,59,127.5,48.74,0.43,14.12,0,0,0,0,125,103,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
793,136787.48,1825.0,72.75,59,127.5,48.74,0.42,14.12,0,2,0,0,164,101,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
794,136787.48,865.03,72.75,59,127.5,48.74,0.44,13.92,0,2,4,0,168,98,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
795,136787.48,553.03,72.75,60,127.5,48.27,0.43,14.22,1,2,4,0,154,99,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
796,136787.48,833.03,72.75,60,127.5,48.27,0.44,14.12,1,2,4,0,53,102,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
797,136787.48,785.03,72.75,60,127.5,48.74,0.44,14.12,0,2,0,0,21,101,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
798,136787.48,65.0,73.5,60,127.5,47.8,0.43,13.92,1,2,4,0,31,94,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
799,136787.48,233.0,73.5,60,127.5,47.8,0.42,14.02,1,0,0,0,132,93,0,0,0,2,136787.48,65.79,0,261.12,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
800,126748.03,1432.66,73.5,60,127.5,38.43,0.28,14.12,0,0,0,0,176,97,0,0,0,2,126748.03,65.79,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
801,121728.31,2016.5,73.5,60,127.5,32.8,0.22,14.12,0,0,0,0,170,104,0,0,0,0,121728.31,65.79,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
802,120473.38,1608.44,73.5,60,127.5,29.05,0.18,14.12,0,0,4,0,143,104,0,0,0,0,120473.38,65.79,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
803,138042.41,1096.34,73.5,60,127.5,24.84,0.15,14.22,1,0,4,0,71,102,0,0,1,2,138042.41,65.79,0,261.12,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.33
804,158121.31,1528.34,73.5,60,127.5,24.37,0.15,14.22,0,0,0,0,168,101,0,0,1,2,158121.31,65.79,0,261.12,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.33
805,171925.55,1424.34,73.5,60,127.5,24.84,0.14,14.02,1,2,0,0,173,101,0,0,0,0,171925.55,65.79,0,261.12,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.33
806,188239.65,1848.34,73.5,60,127.5,23.9,0.14,14.02,0,2,4,0,173,103,0,0,1,2,188239.65,65.9,0,261.12,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.33
807,200788.96,616.38,73.5,60,127.5,25.31,0.15,14.22,1,0,4,0,174,102,0,0,0,0,200788.96,65.9,0,261.12,35.23,48.44,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.33
808,171925.55,400.47,73.5,60,127.5,29.05,0.18,14.12,1,2,4,0,176,101,0,0,0,0,171925.55,92.52,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
809,124238.17,536.62,73.5,60,127.5,37.49,0.26,14.02,1,0,0,0,174,103,0,0,1,0,124238.17,92.52,0,261.12,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
810,126748.03,608.81,73.5,60,127.5,44.05,0.35,14.12,0,0,4,0,175,105,0,0,0,2,126748.03,92.52,0,249.86,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
811,133022.69,1152.91,73.5,60,127.5,46.86,0.4,14.12,0,2,0,0,171,105,0,0,1,0,133022.69,92.52,0,243.71,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
812,134277.62,1120.97,73.5,60,127.5,47.8,0.41,13.92,1,2,4,0,163,104,0,0,1,0,134277.62,92.52,0,248.83,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
813,138042.41,801.03,73.5,60,127.5,48.27,0.42,14.12,0,0,4,0,143,101,0,0,1,2,138042.41,92.52,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
814,143062.13,1185.22,73.5,60,127.5,51.55,0.49,14.12,1,0,0,0,44,89,0,0,1,0,143062.13,92.52,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
815,143062.13,801.25,73.5,61,127.5,52.49,0.51,13.92,0,0,4,0,13,46,0,0,1,0,143062.13,92.52,0,260.1,35.23,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
816,144317.07,1377.47,73.5,61,127.5,57.17,0.6,14.12,1,2,4,0,10,9,0,0,1,0,144317.07,92.52,0,259.07,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
817,148081.86,1913.56,73.5,61,127.5,58.58,0.66,14.12,0,0,0,0,8,0,0,0,1,2,148081.86,92.52,0,251.9,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
818,148081.86,1777.56,73.5,61,127.5,59.98,0.67,13.82,1,0,4,0,10,0,0,0,1,2,148081.86,92.52,0,250.88,35.23,48.44,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
819,148081.86,1705.56,73.5,61,127.5,59.05,0.67,14.12,0,0,0,0,11,0,0,0,1,2,148081.86,92.52,0,251.9,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
820,148081.86,1209.56,73.5,61,127.5,59.05,0.66,14.12,0,2,0,0,12,0,0,0,1,2,148081.86,92.52,0,251.9,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
821,148081.86,329.59,73.5,61,127.5,59.98,0.67,14.02,1,2,4,0,17,0,0,0,1,2,148081.86,92.52,0,252.93,35.23,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
822,145572.0,681.34,73.5,61,127.5,55.3,0.57,13.82,0,0,4,0,99,0,0,0,0,2,145572.0,92.52,0,256.0,35.23,48.44,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
823,139297.34,760.94,73.5,61,127.5,45.93,0.39,14.12,0,0,4,0,171,36,0,0,1,2,139297.34,92.52,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
824,126748.03,144.69,73.5,60,127.5,39.36,0.28,14.12,0,0,0,0,181,122,0,0,0,2,126748.03,92.52,0,261.12,35.23,48.44,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
